cve_id,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,access_authentication,access_complexity,access_vector,impact_availability,impact_confidentiality,impact_integrity
CVE-2005-2492,19/10/2018 15:33,14/09/2005 19:03,3.6,264, Permissions Privileges and Access Controls,The raw_sendmsg function in the Linux kernel 2.6 before 2.6.13.1 allows local users to cause a denial of service (change hardware state) or read from arbitrary memory via crafted input.,NONE,LOW,LOCAL,PARTIAL,PARTIAL,NONE
CVE-2005-2495,19/10/2018 15:33,15/09/2005 20:03,5.1,189, Numeric Errors,Multiple integer overflows in XFree86 before 4.3.0 allow user-assisted attackers to execute arbitrary code via a crafted pixmap image.,NONE,HIGH,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2555,19/10/2018 15:33,16/08/2005 04:00,4.6,264, Permissions Privileges and Access Controls,"Linux kernel 2.6.x does not properly restrict socket policy access to users with the CAP_NET_ADMIN capability, which could allow local users to conduct unauthorized activities via (1) ipv4/ip_sockglue.c and (2) ipv6/ipv6_sockglue.c.",NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2618,19/10/2018 15:33,31/12/2005 05:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Multiple stack-based buffer overflows in Autonomy (formerly Verity) KeyView SDK before 9.2.0, as used in Lotus Notes 6.5.4 and 7.0, allow remote attackers to execute arbitrary code via (1) a UUE file containing an encoded file with a long filename handled by uudrdr.dll, (2) a compressed ZIP file with a long filename handled by kvarcve.dll, (3) a TAR archive with a long filename that is extracted to a directory with a long path handled by the TAR reader (tarrdr.dll), (4) an email that contains a long HTTP, FTP, or // link handled by the HTML speed reader (htmsr.dll) or (5) an email containing a crafted long link handled by the HTML speed reader (htmsr.dll).",NONE,MEDIUM,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2005-2619,19/10/2018 15:33,31/12/2005 05:00,9.3,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in kvarcve.dll in Autonomy (formerly Verity) KeyView SDK before 9.2.0, as used in Lotus Notes 6.5.4 and 7.0, allows remote attackers to delete arbitrary files via a (1) ZIP, (2) UUE or (3) TAR archive that contains a .. (dot dot) in the filename, which is not properly handled when generating a preview.",NONE,MEDIUM,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2005-2708,19/10/2018 15:33,25/10/2005 18:02,2.1,399, Resource Management Errors,"The search_binary_handler function in exec.c in Linux 2.4 kernel on 64-bit x86 architectures does not check a return code for a particular function call when virtual memory is low, which allows local users to cause a denial of service (panic), as demonstrated by running a process using the bash ulimit -v command.",NONE,LOW,LOCAL,PARTIAL,NONE,NONE
CVE-2005-2709,19/10/2018 15:33,20/11/2005 22:03,4.6,399, Resource Management Errors,"The sysctl functionality (sysctl.c) in Linux kernel before 2.6.14.1 allows local users to cause a denial of service (kernel oops) and possibly execute code by opening an interface file in /proc/sys/net/ipv4/conf/, waiting until the interface is unregistered, then obtaining and modifying function pointers in memory that was used for the ctl_table.",NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2714,19/10/2018 15:33,31/12/2005 05:00,6.8,59, Improper Link Resolution Before File Access ('Link Following'),passwd in Directory Services in Mac OS X 10.3.x before 10.3.9 and 10.4.x before 10.4.5 allows local users to overwrite arbitrary files via a symlink attack on the .pwtmp.[PID] temporary file.,SINGLE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2005-2753,19/10/2018 15:33,05/11/2005 11:02,5.1,189, Numeric Errors,Integer overflow in Apple QuickTime before 7.0.3 allows user-assisted attackers to execute arbitrary code via a crafted MOV file that causes a sign extension of the length element in a Pascal style string.,NONE,HIGH,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2754,19/10/2018 15:33,05/11/2005 11:02,5.1,189, Numeric Errors,"Integer overflow in Apple QuickTime before 7.0.3 allows user-assisted attackers to execute arbitrary code via a crafted MOV file with ""Improper movie attributes.""",NONE,HIGH,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2800,19/10/2018 15:33,06/09/2005 17:03,2.1,399, Resource Management Errors,"Memory leak in the seq_file implementation in the SCSI procfs interface (sg.c) in Linux kernel 2.6.13 and earlier allows local users to cause a denial of service (memory consumption) via certain repeated reads from the /proc/scsi/sg/devices file, which is not properly handled when the next() iterator returns NULL or an error.",NONE,LOW,LOCAL,PARTIAL,NONE,NONE
CVE-2005-2856,19/10/2018 15:33,08/09/2005 10:03,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Stack-based buffer overflow in the WinACE UNACEV2.DLL third-party compression utility before 2.6.0.0, as used in multiple products including (1) ALZip 5.51 through 6.11, (2) Servant Salamander 2.0 and 2.5 Beta 1, (3) WinHKI 1.66 and 1.67, (4) ExtractNow 3.x, (5) Total Commander 6.53, (6) Anti-Trojan 5.5.421, (7) PowerArchiver before 9.61, (8) UltimateZip 2.7,1, 3.0.3, and 3.1b, (9) Where Is It (WhereIsIt) 3.73.501, (10) FilZip 3.04, (11) IZArc 3.5 beta3, (12) Eazel 1.0, (13) Rising Antivirus 18.27.21 and earlier, (14) AutoMate 6.1.0.0, (15) BitZipper 4.1 SR-1, (16) ZipTV, and other products, allows user-assisted attackers to execute arbitrary code via a long filename in an ACE archive.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-1918,19/10/2018 15:32,31/12/2005 05:00,2.6,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The original patch for a GNU tar directory traversal vulnerability (CVE-2002-0399) in Red Hat Enterprise Linux 3 and 2.1 uses an ""incorrect optimization"" that allows user-assisted attackers to overwrite arbitrary files via a crafted tar file, probably involving ""/../"" sequences with a leading ""/"".",NONE,HIGH,NETWORK,NONE,NONE,PARTIAL
CVE-2005-2099,19/10/2018 15:32,23/08/2005 04:00,5,399, Resource Management Errors,"The Linux kernel before 2.6.12.5 does not properly destroy a keyring that is not instantiated properly, which allows local users or remote attackers to cause a denial of service (kernel oops) via a keyring with a payload that is not empty, which causes the creation to fail, leading to a null dereference in the keyring destructor.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-2127,19/10/2018 15:32,19/08/2005 04:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Microsoft Internet Explorer 5.01, 5.5, and 6 allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a web page with embedded CLSIDs that reference certain COM objects that are not intended for use within Internet Explorer, as originally demonstrated using the (1) DDS Library Shape Control (Msdds.dll) COM object, and other objects including (2) Blnmgrps.dll, (3) Ciodm.dll, (4) Comsvcs.dll, (5) Danim.dll, (6) Htmlmarq.ocx, (7) Mdt2dd.dll (as demonstrated using a heap corruption attack with uninitialized memory), (8) Mdt2qd.dll, (9) Mpg4ds32.ax, (10) Msadds32.ax, (11) Msb1esen.dll, (12) Msb1fren.dll, (13) Msb1geen.dll, (14) Msdtctm.dll, (15) Mshtml.dll, (16) Msoeacct.dll, (17) Msosvfbr.dll, (18) Mswcrun.dll, (19) Netshell.dll, (20) Ole2disp.dll, (21) Outllib.dll, (22) Psisdecd.dll, (23) Qdvd.dll, (24) Repodbc.dll, (25) Shdocvw.dll, (26) Shell32.dll, (27) Soa.dll, (28) Srchui.dll, (29) Stobject.dll, (30) Vdt70.dll, (31) Vmhelper.dll, and (32) Wbemads.dll, aka a variant of the ""COM Object Instantiation Memory Corruption vulnerability.""",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2177,19/10/2018 15:32,11/07/2005 04:00,5,20, Improper Input Validation,"Net-SNMP 5.0.x before 5.0.10.2, 5.2.x before 5.2.1.2, and 5.1.3, when net-snmp is using stream sockets such as TCP, allows remote attackers to cause a denial of service (daemon hang and CPU consumption) via a TCP packet of length 1, which triggers an infinite loop.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-2335,19/10/2018 15:32,27/07/2005 04:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in the POP3 client in Fetchmail before 6.2.5.2 allows remote POP3 servers to cause a denial of service and possibly execute arbitrary code via long UIDL responses.  NOTE: a typo in an advisory accidentally used the wrong CVE identifier for the Fetchmail issue. This is the correct identifier.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-2340,19/10/2018 15:32,31/12/2005 05:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Heap-based buffer overflow in Apple Quicktime before 7.0.4 allows remote attackers to execute arbitrary code via a crafted (1) QuickTime Image File (QTIF), (2) PICT, or (3) JPEG format image with a long data field.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2370,19/10/2018 15:32,26/07/2005 04:00,5,399, Resource Management Errors,"Multiple ""memory alignment errors"" in libgadu, as used in ekg before 1.6rc2, Gaim before 1.5.0, and other packages, allows remote attackers to cause a denial of service (bus error) on certain architectures such as SPARC via an incoming message.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-2371,19/10/2018 15:32,26/07/2005 04:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in Oracle Reports 6.0, 6i, 9i, and 10g allows remote attackers to overwrite arbitrary files via (1) "".."", (2) Windows drive letter (C:), and (3) absolute path sequences in the desname parameter.  NOTE: this issue was probably fixed by REP06 in CPU Jan 2006, in which case it overlaps CVE-2006-0289.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2005-2378,19/10/2018 15:32,26/07/2005 04:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in Oracle Reports allows remote attackers to read arbitrary files via an absolute or relative path to the (1) CUSTOMIZE or (2) desformat parameters to rwservlet.  NOTE: vector 2 is probably the same as CVE-2006-0289, and fixed in Jan 2006 CPU.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2005-2454,19/10/2018 15:32,31/12/2005 05:00,4.6,264, Permissions Privileges and Access Controls,"IBM Lotus Notes 6.5.4 and 6.5.5, and 7.0.0 and 7.0.1, uses insecure default permissions (Everyone/Full Control) for the ""Notes"" folder and all children, which allows local users to gain privileges and modify, add, or delete files in that folder. Update to version 7.0.2.",NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2459,19/10/2018 15:32,23/08/2005 04:00,5,476, NULL Pointer Dereference,"The huft_build function in inflate.c in the zlib routines in the Linux kernel before 2.6.12.5 returns the wrong value, which allows remote attackers to cause a denial of service (kernel crash) via a certain compressed file that leads to a null pointer dereference, a different vulnerability than CVE-2005-2458.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-0679,19/10/2018 15:31,02/05/2005 04:00,7.5,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in tell_a_friend.inc.php for Tell A Friend Script 2.7 before 20050305 allows remote attackers to execute arbitrary PHP code by modifying the script_root parameter to reference a URL on a remote web server that contains the code.  NOTE: it was later reported that 2.4 is also affected.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0720,19/10/2018 15:31,08/03/2005 05:00,7.5,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in admin/header.php in PHP mcNews 1.3 allows remote attackers to execute arbitrary PHP code by modifying the skinfile parameter to reference a URL on a remote web server that contains the code.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0756,19/10/2018 15:31,08/06/2005 04:00,2.1,399, Resource Management Errors,"ptrace in Linux kernel 2.6.8.1 does not properly verify addresses on the amd64 platform, which allows local users to cause a denial of service (kernel crash).",NONE,LOW,LOCAL,PARTIAL,NONE,NONE
CVE-2005-0891,19/10/2018 15:31,02/05/2005 04:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Double free vulnerability in gtk 2 (gtk2) before 2.2.4 allows remote attackers to cause a denial of service (crash) via a crafted BMP image.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-1398,19/10/2018 15:31,03/05/2005 04:00,5,20, Improper Input Validation,phpcart.php in PHPCart 3.2 allows remote attackers to change product price information by modifying the (1) price or (2) postage parameters.  NOTE: it was later reported that 3.4 through 4.6.4 are also affected.,NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2005-1425,19/10/2018 15:31,03/05/2005 04:00,5,264, Permissions Privileges and Access Controls,"Uapplication Uguestbook 1.0 stores sensitive information under the web root with insufficient access control, which allows remote attackers to download a database via a direct request for mdb-database/guestbook.mdb.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2005-1486,19/10/2018 15:31,11/05/2005 04:00,5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting vulnerabilities in FishCart 3.1 allow remote attackers to inject arbitrary web script or HTML via the (1) trackingnum, (2) reqagree, or (3) m parameter to upstracking.php or (4) nlst parameter to display.php.  NOTE: the vendor was not able to reproduce some of the reported vectors but believes that they have been addressed.  The original researcher is known to be unreliable.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2005-1487,19/10/2018 15:31,11/05/2005 04:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"** DISPUTED **  Multiple SQL injection vulnerabilities in FishCart 3.1 allow remote attackers to execute arbitrary SQL commands via the (1) cartid parameter to upstnt.php or (2) psku parameter to display.php.  NOTE: the vendor disputes this report, saying that they are forced SQL errors.  The original researcher is known to be unreliable.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-1619,19/10/2018 15:31,16/05/2005 04:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in (1) start_page.css.php3 (aka start-page.css.php3) or (2) style.css.php3 in PHPMyChat 0.14.5 allow remote attackers to inject arbitrary web script or HTML commands via the FontName parameter.  NOTE: it was later reported that 0.14.5 is also affected.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2005-1628,19/10/2018 15:31,17/05/2005 04:00,7.5,20, Improper Input Validation,"apage.cgi in WebAPP 0.9.9.2.1, and possibly earlier versions, allows remote attackers to execute arbitrary commands via shell metacharacters in the f parameter.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
